Year;Month;Anomaly Monthly TMAX;Unc. Monthly TMAX;Anomaly Annual TMAX;Unc. Annual TMAX;Anomaly Five-year TMAX;Unc. Five-year TMAX;Anomaly Ten-year TMAX;Unc. Ten-year TMAX;Anomaly Twenty-year TMAX;Unc. Twenty-year TMAX
1983;10;0.099;0.125;0.250;0.042;0.128;0.035;0.217;0.020;0.181;0.019
1983;11;0.676;0.102;0.285;0.040;0.128;0.028;0.218;0.019;0.179;0.018
1983;12;0.256;0.087;0.270;0.043;0.121;0.027;0.223;0.018;0.179;0.018
1984;1;0.236;0.061;0.268;0.036;0.114;0.026;0.224;0.018;0.183;0.017
1984;2;-0.133;0.084;0.242;0.035;0.105;0.027;0.230;0.018;0.184;0.017
1984;3;0.346;0.068;0.184;0.034;0.100;0.027;0.233;0.017;0.188;0.017
1984;4;0.093;0.239;0.168;0.041;0.096;0.028;0.235;0.016;0.191;0.017
1984;5;0.703;0.122;0.075;0.028;0.088;0.027;0.235;0.016;0.194;0.017
1984;6;-0.186;0.181;-0.001;0.026;0.072;0.027;0.234;0.016;0.197;0.017
1984;7;0.092;0.171;0.004;0.024;0.082;0.028;0.238;0.016;0.199;0.017
1984;8;0.155;0.123;-0.034;0.026;0.098;0.026;0.241;0.015;0.200;0.016
1984;9;-0.165;0.085;-0.064;0.031;0.107;0.026;0.242;0.014;0.204;0.016
1984;10;-0.095;0.084;-0.055;0.037;0.113;0.021;0.244;0.014;0.207;0.016
1984;11;-0.437;0.178;-0.110;0.037;0.115;0.017;0.243;0.014;0.210;0.015
1984;12;-0.651;0.107;-0.087;0.055;0.125;0.016;0.241;0.015;0.213;0.015
1985;1;0.294;0.080;-0.126;0.053;0.132;0.014;0.242;0.014;0.215;0.015
1985;2;-0.590;0.097;-0.124;0.062;0.134;0.013;0.242;0.014;0.220;0.014
1985;3;-0.009;0.089;-0.131;0.055;0.142;0.012;0.255;0.013;0.222;0.014
1985;4;0.193;0.074;-0.141;0.058;0.147;0.010;0.257;0.013;0.224;0.014
1985;5;0.040;0.095;-0.131;0.051;0.152;0.009;0.257;0.012;0.223;0.014
1985;6;0.100;0.132;-0.073;0.048;0.156;0.010;0.260;0.012;0.226;0.014
1985;7;-0.384;0.171;-0.038;0.049;0.158;0.010;0.260;0.012;0.230;0.014
1985;8;0.187;0.141;0.070;0.052;0.153;0.011;0.260;0.013;0.235;0.014
1985;9;-0.250;0.100;0.104;0.052;0.158;0.011;0.260;0.013;0.237;0.015
1985;10;-0.216;0.073;0.132;0.056;0.166;0.010;0.265;0.013;0.240;0.014
1985;11;-0.321;0.117;0.151;0.043;0.170;0.012;0.268;0.013;0.244;0.014
1985;12;0.044;0.066;0.142;0.031;0.182;0.013;0.272;0.013;0.245;0.013
1986;1;0.720;0.109;0.172;0.025;0.188;0.013;0.266;0.013;0.245;0.013
1986;2;0.707;0.138;0.168;0.036;0.190;0.014;0.267;0.012;0.250;0.013
1986;3;0.396;0.064;0.167;0.045;0.190;0.013;0.262;0.013;0.255;0.013
1986;4;0.524;0.101;0.171;0.050;0.200;0.013;0.264;0.012;0.256;0.013
1986;5;0.270;0.226;0.162;0.046;0.192;0.013;0.264;0.011;0.259;0.013
1986;6;-0.006;0.124;0.160;0.042;0.199;0.014;0.267;0.011;0.261;0.013
1986;7;-0.028;0.145;0.151;0.032;0.195;0.013;0.268;0.011;0.264;0.014
1986;8;0.148;0.263;0.163;0.022;0.203;0.013;0.266;0.011;0.269;0.014
1986;9;-0.264;0.137;0.125;0.024;0.205;0.014;0.271;0.010;0.270;0.014
1986;10;-0.169;0.194;0.109;0.020;0.210;0.014;0.275;0.010;0.274;0.013
1986;11;-0.430;0.087;0.099;0.026;0.197;0.014;0.277;0.010;0.278;0.013
1986;12;0.016;0.084;0.139;0.030;0.200;0.013;0.270;0.010;0.281;0.013
1987;1;0.619;0.054;0.194;0.023;0.205;0.013;0.277;0.011;0.284;0.013
1987;2;0.840;0.086;0.182;0.025;0.207;0.014;0.283;0.011;0.285;0.012
1987;3;-0.060;0.095;0.228;0.032;0.215;0.014;0.292;0.011;0.286;0.012
1987;4;0.336;0.142;0.256;0.046;0.226;0.013;0.293;0.010;0.287;0.012
1987;5;0.154;0.083;0.285;0.052;0.234;0.014;0.294;0.011;0.286;0.012
1987;6;0.472;0.065;0.352;0.060;0.258;0.014;0.296;0.012;0.287;0.012
1987;7;0.632;0.121;0.366;0.060;0.261;0.015;0.293;0.012;0.286;0.011
1987;8;0.003;0.163;0.312;0.059;0.276;0.015;0.293;0.011;0.288;0.011
1987;9;0.291;0.110;0.362;0.058;0.302;0.017;0.290;0.011;0.293;0.011
1987;10;0.165;0.116;0.396;0.058;0.313;0.018;0.292;0.012;0.296;0.011
1987;11;-0.086;0.087;0.426;0.068;0.320;0.019;0.292;0.012;0.297;0.010
1987;12;0.827;0.137;0.447;0.076;0.328;0.021;0.291;0.011;0.300;0.010
1988;1;0.778;0.057;0.434;0.071;0.341;0.023;0.290;0.011;0.302;0.010
1988;2;0.192;0.090;0.482;0.075;0.343;0.025;0.291;0.011;0.309;0.009
1988;3;0.544;0.144;0.499;0.063;0.350;0.024;0.293;0.011;0.311;0.009
1988;4;0.744;0.143;0.545;0.057;0.365;0.024;0.295;0.011;0.313;0.009
1988;5;0.513;0.193;0.568;0.055;0.386;0.026;0.293;0.011;0.318;0.010
1988;6;0.729;0.118;0.554;0.056;0.400;0.025;0.294;0.011;0.324;0.010
1988;7;0.467;0.058;0.493;0.056;0.396;0.024;0.295;0.011;0.328;0.010
1988;8;0.587;0.174;0.506;0.053;0.398;0.026;0.290;0.010;0.335;0.010
1988;9;0.498;0.096;0.499;0.059;0.394;0.026;0.284;0.011;0.338;0.010
1988;10;0.713;0.066;0.466;0.066;0.401;0.028;0.286;0.011;0.340;0.010
1988;11;0.192;0.085;0.420;0.063;0.400;0.026;0.276;0.011;0.341;0.010
1988;12;0.658;0.117;0.358;0.054;0.412;0.026;0.276;0.011;0.345;0.010
1989;1;0.044;0.119;0.350;0.052;0.422;0.025;0.277;0.011;0.349;0.010
1989;2;0.350;0.081;0.328;0.047;0.426;0.028;0.275;0.012;0.356;0.010
1989;3;0.455;0.107;0.313;0.048;0.441;0.028;0.276;0.012;0.357;0.010
1989;4;0.353;0.228;0.298;0.047;0.454;0.031;0.282;0.011;0.359;0.011
1989;5;-0.041;0.139;0.287;0.045;0.465;0.031;0.280;0.012;0.361;0.011
1989;6;-0.015;0.148;0.295;0.044;0.469;0.030;0.287;0.012;0.363;0.011
1989;7;0.368;0.101;0.332;0.039;0.472;0.029;0.290;0.012;0.365;0.011
1989;8;0.330;0.137;0.329;0.034;0.468;0.027;0.290;0.013;0.368;0.011
1989;9;0.309;0.054;0.418;0.028;0.477;0.028;0.295;0.013;0.369;0.012
1989;10;0.535;0.069;0.460;0.029;0.473;0.026;0.301;0.013;0.370;0.012
1989;11;0.059;0.090;0.505;0.027;0.473;0.027;0.310;0.014;0.371;0.012
1989;12;0.761;0.135;0.553;0.028;0.468;0.028;0.318;0.015;0.371;0.012
1990;1;0.483;0.100;0.557;0.035;0.454;0.026;0.323;0.016;0.371;0.012
1990;2;0.317;0.106;0.553;0.041;0.452;0.025;0.339;0.016;0.373;0.012
1990;3;1.528;0.245;0.540;0.035;0.437;0.024;0.344;0.017;0.377;0.013
1990;4;0.854;0.139;0.556;0.038;0.437;0.023;0.348;0.017;0.380;0.013
1990;5;0.503;0.216;0.630;0.041;0.433;0.022;0.349;0.017;0.380;0.013
1990;6;0.552;0.121;0.641;0.042;0.426;0.020;0.355;0.018;0.382;0.013
1990;7;0.423;0.110;0.637;0.038;0.423;0.019;0.365;0.019;0.383;0.014
1990;8;0.280;0.117;0.680;0.034;0.428;0.019;0.370;0.020;0.385;0.014
1990;9;0.153;0.096;0.568;0.028;0.429;0.020;0.377;0.020;0.386;0.014
1990;10;0.732;0.076;0.571;0.027;0.423;0.020;0.384;0.020;0.385;0.015
1990;11;0.939;0.062;0.552;0.031;0.416;0.019;0.393;0.020;0.383;0.016
1990;12;0.894;0.156;0.563;0.029;0.406;0.019;0.395;0.021;0.382;0.016
1991;1;0.435;0.125;0.576;0.022;0.401;0.019;0.392;0.022;0.380;0.016
1991;2;0.835;0.076;0.587;0.023;0.391;0.018;0.393;0.022;0.380;0.016
1991;3;0.188;0.088;0.627;0.023;0.379;0.020;0.392;0.023;0.380;0.016
1991;4;0.890;0.110;0.613;0.018;0.373;0.020;0.390;0.023;0.382;0.017
1991;5;0.266;0.101;0.556;0.018;0.360;0.019;0.390;0.022;0.385;0.018
1991;6;0.688;0.091;0.502;0.019;0.354;0.019;0.391;0.022;0.386;0.019
1991;7;0.578;0.073;0.535;0.017;0.358;0.018;0.396;0.023;0.388;0.020
1991;8;0.406;0.113;0.511;0.017;0.346;0.018;0.402;0.024;0.388;0.020
1991;9;0.639;0.088;0.536;0.015;0.348;0.017;0.405;0.025;0.390;0.021
1991;10;0.567;0.096;0.472;0.017;0.354;0.015;0.408;0.026;0.393;0.021
1991;11;0.252;0.100;0.463;0.024;0.363;0.015;0.414;0.026;0.398;0.021
1991;12;0.242;0.123;0.416;0.025;0.375;0.016;0.420;0.026;0.397;0.021
1992;1;0.830;0.049;0.353;0.027;0.375;0.017;0.419;0.026;0.403;0.021
1992;2;0.549;0.111;0.308;0.030;0.373;0.018;0.417;0.025;0.410;0.021
1992;3;0.492;0.095;0.208;0.029;0.375;0.017;0.423;0.026;0.419;0.021
1992;4;0.124;0.059;0.174;0.026;0.377;0.017;0.425;0.026;0.423;0.022
1992;5;0.151;0.099;0.124;0.026;0.386;0.018;0.425;0.027;0.427;0.023
1992;6;0.132;0.054;0.137;0.028;0.379;0.019;0.427;0.028;0.430;0.023
1992;7;-0.180;0.086;0.117;0.029;0.385;0.020;0.423;0.029;0.434;0.024
1992;8;-0.141;0.067;0.112;0.025;0.402;0.020;0.428;0.028;0.438;0.024
1992;9;-0.558;0.069;0.122;0.020;0.386;0.020;0.432;0.029;0.443;0.024
1992;10;0.157;0.059;0.145;0.019;0.382;0.020;0.436;0.029;0.446;0.025
1992;11;-0.342;0.104;0.142;0.018;0.377;0.020;0.441;0.028;0.451;0.026
1992;12;0.399;0.154;0.139;0.019;0.382;0.020;0.439;0.027;0.450;0.026
1993;1;0.586;0.077;0.171;0.021;0.388;0.020;0.437;0.027;0.453;0.026
1993;2;0.493;0.070;0.178;0.023;0.397;0.022;0.449;0.027;0.455;0.026
1993;3;0.613;0.081;0.208;0.025;0.403;0.023;0.450;0.028;0.457;0.026
1993;4;0.398;0.090;0.222;0.031;0.403;0.022;0.452;0.026;0.460;0.026
1993;5;0.116;0.083;0.205;0.030;0.399;0.021;0.456;0.025;0.462;0.026
1993;6;0.089;0.082;0.194;0.034;0.390;0.023;0.459;0.025;0.465;0.025
1993;7;0.203;0.115;0.169;0.037;0.388;0.024;0.463;0.026;0.467;0.026
1993;8;-0.052;0.102;0.097;0.037;0.388;0.023;0.465;0.025;0.468;0.026
1993;9;-0.196;0.090;0.092;0.034;0.389;0.023;0.465;0.026;0.469;0.026
1993;10;0.320;0.087;0.123;0.035;0.379;0.023;0.464;0.026;0.474;0.027
1993;11;-0.547;0.045;0.151;0.038;0.379;0.024;0.464;0.026;0.473;0.027
1993;12;0.272;0.080;0.203;0.037;0.371;0.025;0.467;0.026;0.478;0.026
1994;1;0.287;0.075;0.218;0.042;0.371;0.027;0.474;0.025;0.481;0.026
1994;2;-0.370;0.079;0.240;0.041;0.377;0.027;0.483;0.025;0.486;0.026
1994;3;0.554;0.103;0.293;0.039;0.369;0.028;0.481;0.025;0.489;0.027
1994;4;0.761;0.097;0.318;0.043;0.362;0.027;0.482;0.024;0.493;0.026
1994;5;0.458;0.085;0.414;0.047;0.363;0.027;0.486;0.023;0.490;0.026
1994;6;0.710;0.062;0.419;0.051;0.372;0.028;0.491;0.024;0.493;0.026
1994;7;0.380;0.115;0.467;0.051;0.367;0.028;0.492;0.025;0.492;0.027
1994;8;0.211;0.106;0.612;0.051;0.367;0.029;0.494;0.026;0.493;0.027
1994;9;0.444;0.077;0.609;0.054;0.369;0.029;0.496;0.027;0.496;0.028
1994;10;0.616;0.097;0.600;0.052;0.377;0.030;0.496;0.028;0.500;0.028
1994;11;0.612;0.120;0.578;0.050;0.378;0.031;0.500;0.027;0.507;0.028
1994;12;0.329;0.129;0.589;0.048;0.387;0.033;0.501;0.028;0.511;0.029
1995;1;0.864;0.089;0.624;0.043;0.393;0.034;0.500;0.027;0.514;0.029
1995;2;1.364;0.082;0.674;0.045;0.404;0.035;0.505;0.028;0.519;0.029
1995;3;0.522;0.070;0.681;0.051;0.426;0.038;0.500;0.030;0.524;0.030
1995;4;0.659;0.080;0.688;0.043;0.435;0.038;0.504;0.030;0.529;0.030
1995;5;0.190;0.083;0.695;0.036;0.450;0.038;0.504;0.029;0.532;0.030
1995;6;0.840;0.101;0.698;0.039;0.453;0.039;0.504;0.030;0.536;0.031
1995;7;0.803;0.106;0.650;0.036;0.452;0.040;0.506;0.030;0.541;0.032
1995;8;0.806;0.096;0.608;0.034;0.470;0.040;0.509;0.031;0.542;0.032
1995;9;0.533;0.122;0.583;0.032;0.471;0.039;0.511;0.032;0.549;0.032
1995;10;0.698;0.097;0.553;0.032;0.481;0.037;0.506;0.033;0.555;0.033
1995;11;0.697;0.086;0.559;0.034;0.495;0.037;0.498;0.034;0.561;0.033
1995;12;0.366;0.160;0.507;0.038;0.512;0.036;0.492;0.035;0.566;0.033
1996;1;0.285;0.064;0.488;0.042;0.524;0.036;0.495;0.035;0.565;0.033
1996;2;0.865;0.070;0.488;0.040;0.540;0.037;0.493;0.034;0.568;0.034
1996;3;0.221;0.075;0.453;0.040;0.551;0.037;0.499;0.035;0.570;0.034
1996;4;0.302;0.068;0.410;0.045;0.554;0.038;0.499;0.035;0.572;0.034
1996;5;0.256;0.089;0.375;0.044;0.567;0.038;0.506;0.036;0.573;0.034
1996;6;0.214;0.109;0.410;0.035;0.580;0.038;0.506;0.037;0.578;0.034
1996;7;0.572;0.135;0.430;0.032;0.589;0.038;0.508;0.037;0.581;0.034
1996;8;0.812;0.101;0.403;0.032;0.620;0.037;0.510;0.038;0.585;0.035
1996;9;0.109;0.107;0.439;0.045;0.614;0.038;0.510;0.038;0.590;0.036
1996;10;0.181;0.062;0.462;0.046;0.610;0.038;0.511;0.038;0.595;0.037
1996;11;0.281;0.086;0.457;0.050;0.610;0.037;0.519;0.039;0.600;0.037
1996;12;0.790;0.097;0.496;0.053;0.608;0.037;0.524;0.039;0.605;0.036
1997;1;0.516;0.043;0.465;0.057;0.609;0.037;0.528;0.039;0.611;0.036
1997;2;0.546;0.060;0.442;0.058;0.614;0.037;0.537;0.039;0.612;0.036
1997;3;0.648;0.245;0.493;0.072;0.616;0.041;0.546;0.039;0.618;0.036
1997;4;0.583;0.106;0.536;0.073;0.616;0.042;0.553;0.039;0.623;0.036
1997;5;0.197;0.127;0.559;0.075;0.614;0.040;0.560;0.039;0.628;0.037
1997;6;0.676;0.137;0.544;0.076;0.624;0.039;0.564;0.040;0.630;0.037
1997;7;0.203;0.170;0.543;0.079;0.614;0.038;0.575;0.040;0.632;0.037
1997;8;0.534;0.088;0.628;0.075;0.607;0.039;0.583;0.041;0.636;0.037
1997;9;0.723;0.263;0.632;0.061;0.615;0.041;0.595;0.041;0.639;0.037
1997;10;0.700;0.072;0.665;0.050;0.625;0.042;0.600;0.041;0.643;0.037
1997;11;0.557;0.100;0.731;0.041;0.631;0.043;0.609;0.042;0.648;0.037
1997;12;0.605;0.070;0.764;0.037;0.627;0.044;0.609;0.042;0.647;0.037
1998;1;0.507;0.074;0.824;0.027;0.623;0.045;0.616;0.043;0.644;0.037
1998;2;1.569;0.063;0.856;0.031;0.621;0.045;0.619;0.042;0.646;0.036
1998;3;0.692;0.059;0.833;0.030;0.619;0.045;0.621;0.042;0.651;0.037
1998;4;0.986;0.112;0.821;0.029;0.609;0.047;0.624;0.042;0.653;0.037
1998;5;0.980;0.119;0.793;0.030;0.597;0.049;0.631;0.043;0.654;0.037
1998;6;1.083;0.133;0.831;0.033;0.593;0.049;0.635;0.043;0.655;0.037
1998;7;0.919;0.077;0.857;0.034;0.602;0.048;0.639;0.043;0.657;0.037
1998;8;0.916;0.117;0.851;0.031;0.597;0.049;0.646;0.043;0.657;0.037
1998;9;0.448;0.080;0.810;0.036;0.609;0.050;0.654;0.043;0.658;0.037
1998;10;0.551;0.100;0.771;0.045;0.620;0.050;0.661;0.044;0.659;0.038
1998;11;0.230;0.085;0.723;0.044;0.633;0.052;0.670;0.044;0.662;0.037
1998;12;1.051;0.099;0.683;0.046;0.641;0.052;0.680;0.044;0.663;0.037
1999;1;0.828;0.089;0.645;0.048;0.645;0.052;0.685;0.043;0.667;0.036
1999;2;1.493;0.055;0.613;0.048;0.643;0.053;0.698;0.043;0.669;0.036
1999;3;0.195;0.064;0.622;0.058;0.652;0.053;0.703;0.044;0.671;0.036
1999;4;0.527;0.101;0.627;0.060;0.659;0.053;0.703;0.044;0.674;0.035
1999;5;0.401;0.049;0.647;0.057;0.675;0.054;0.700;0.045;0.678;0.035
1999;6;0.597;0.071;0.636;0.052;0.675;0.055;0.698;0.045;0.681;0.035
1999;7;0.465;0.091;0.591;0.050;0.690;0.054;0.694;0.044;0.684;0.036
1999;8;0.533;0.081;0.547;0.060;0.707;0.053;0.696;0.045;0.687;0.036
1999;9;0.559;0.272;0.612;0.069;0.723;0.051;0.697;0.046;0.690;0.036
1999;10;0.610;0.124;0.673;0.075;0.729;0.050;0.699;0.045;0.691;0.037
1999;11;0.466;0.077;0.684;0.078;0.742;0.049;0.703;0.045;0.695;0.036
1999;12;0.925;0.119;0.684;0.083;0.742;0.049;0.705;0.044;0.694;0.036
2000;1;0.287;0.081;0.694;0.084;0.757;0.048;0.706;0.044;0.696;0.036
2000;2;0.959;0.125;0.706;0.081;0.761;0.048;0.699;0.044;0.700;0.036
2000;3;0.984;0.175;0.695;0.071;0.765;0.045;0.704;0.045;0.699;0.036
2000;4;1.250;0.162;0.650;0.069;0.764;0.046;0.710;0.045;0.702;0.036
2000;5;0.533;0.069;0.611;0.081;0.769;0.047;0.716;0.045;0.704;0.035
2000;6;0.601;0.122;0.544;0.087;0.764;0.047;0.716;0.046;0.706;0.036
2000;7;0.588;0.105;0.587;0.086;0.781;0.046;0.716;0.046;0.707;0.036
2000;8;0.668;0.059;0.556;0.077;0.769;0.046;0.715;0.047;0.710;0.036
2000;9;0.435;0.162;0.555;0.068;0.771;0.047;0.721;0.046;0.713;0.037
2000;10;0.068;0.094;0.529;0.063;0.768;0.048;0.725;0.047;0.714;0.037
2000;11;-0.006;0.146;0.570;0.070;0.767;0.049;0.730;0.048;0.716;0.037
2000;12;0.125;0.125;0.576;0.070;0.758;0.050;0.737;0.047;0.716;0.037
2001;1;0.805;0.087;0.595;0.071;0.754;0.050;0.739;0.047;0.717;0.037
2001;2;0.584;0.088;0.597;0.076;0.753;0.049;0.742;0.047;0.715;0.036
2001;3;0.969;0.085;0.619;0.073;0.758;0.050;0.749;0.047;0.717;0.037
2001;4;0.944;0.105;0.662;0.069;0.768;0.050;0.754;0.047;0.719;0.037
2001;5;1.025;0.147;0.765;0.063;0.772;0.051;0.756;0.047;0.720;0.037
2001;6;0.674;0.124;0.822;0.060;0.780;0.050;0.764;0.047;0.722;0.037
2001;7;0.809;0.116;0.872;0.056;0.780;0.049;0.766;0.047;0.725;0.037
2001;8;0.692;0.105;0.952;0.055;0.776;0.050;0.769;0.047;0.728;0.038
2001;9;0.698;0.100;1.006;0.051;0.791;0.050;0.776;0.047;0.730;0.038
2001;10;0.589;0.073;1.005;0.046;0.796;0.050;0.782;0.048;0.732;0.038
2001;11;1.233;0.099;1.005;0.040;0.791;0.052;0.786;0.048;0.733;0.038
2001;12;0.805;0.106;1.003;0.038;0.788;0.053;0.790;0.048;0.736;0.038
2002;1;1.406;0.114;1.026;0.039;0.779;0.053;0.802;0.048;0.735;0.038
2002;2;1.541;0.106;1.034;0.040;0.777;0.054;0.807;0.048;0.735;0.039
2002;3;1.622;0.071;1.058;0.037;0.777;0.050;0.812;0.047;0.736;0.039
2002;4;0.936;0.082;1.063;0.041;0.781;0.049;0.821;0.048;0.741;0.039
2002;5;1.014;0.097;1.029;0.037;0.792;0.050;0.830;0.047;0.747;0.039
2002;6;0.650;0.107;0.987;0.031;0.786;0.051;0.833;0.047;0.751;0.039
2002;7;1.085;0.148;0.996;0.039;0.797;0.051;0.840;0.047;0.755;0.040
2002;8;0.796;0.102;0.939;0.044;0.791;0.050;0.844;0.047;0.760;0.040
2002;9;0.979;0.062;0.870;0.043;0.794;0.049;0.846;0.047;0.767;0.040
2002;10;0.648;0.116;0.862;0.041;0.795;0.048;0.849;0.047;0.772;0.040
2002;11;0.835;0.130;0.856;0.041;0.801;0.048;0.854;0.047;0.777;0.041
2002;12;0.301;0.100;0.847;0.038;0.806;0.049;0.855;0.047;0.777;0.041
2003;1;1.505;0.102;0.812;0.040;0.810;0.049;0.852;0.047;0.779;0.041
2003;2;0.860;0.088;0.814;0.034;0.809;0.049;0.842;0.047;0.781;0.041
2003;3;0.798;0.060;0.798;0.042;0.823;0.048;0.852;0.047;0.784;0.041
2003;4;0.836;0.074;0.837;0.037;0.842;0.048;0.854;0.048;0.785;0.041
2003;5;0.943;0.125;0.810;0.039;0.863;0.047;0.853;0.049;0.789;0.041
2003;6;0.544;0.105;0.909;0.041;0.881;0.046;0.851;0.050;0.794;0.041
2003;7;0.667;0.125;0.853;0.042;0.876;0.046;0.851;0.050;0.795;0.041
2003;8;0.822;0.110;0.888;0.044;0.888;0.047;0.848;0.049;0.800;0.041
2003;9;0.783;0.132;0.910;0.044;0.889;0.046;0.850;0.049;0.805;0.042
2003;10;1.116;0.095;0.913;0.046;0.887;0.045;0.854;0.049;0.807;0.042
2003;11;0.511;0.147;0.842;0.053;0.879;0.044;0.861;0.049;0.815;0.042
2003;12;1.492;0.092;0.831;0.052;0.887;0.043;0.858;0.048;0.818;0.041
2004;1;0.833;0.089;0.771;0.050;0.888;0.043;0.860;0.048;0.822;0.041
2004;2;1.274;0.109;0.734;0.061;0.895;0.043;0.855;0.048;0.824;0.041
2004;3;1.068;0.052;0.717;0.055;0.899;0.042;0.860;0.048;0.827;0.041
2004;4;0.874;0.084;0.695;0.055;0.905;0.043;0.865;0.047;0.829;0.041
2004;5;0.089;0.165;0.747;0.055;0.897;0.043;0.869;0.047;0.832;0.041
2004;6;0.416;0.152;0.666;0.058;0.905;0.042;0.872;0.047;0.833;0.041
2004;7;-0.063;0.102;0.677;0.061;0.914;0.042;0.877;0.047;0.834;0.041
2004;8;0.386;0.142;0.620;0.061;0.907;0.044;0.880;0.047;0.838;0.041
2004;9;0.571;0.061;0.627;0.065;0.902;0.044;0.885;0.046;0.840;0.042
2004;10;0.858;0.059;0.666;0.066;0.913;0.045;0.886;0.045;0.842;0.042
2004;11;1.133;0.130;0.730;0.061;0.918;0.045;0.890;0.046;0.842;0.041
2004;12;0.524;0.084;0.772;0.060;0.924;0.046;0.887;0.045;0.845;0.041
2005;1;0.956;0.049;0.845;0.060;0.923;0.046;0.893;0.045;0.847;0.041
2005;2;0.592;0.107;0.865;0.057;0.927;0.047;0.894;0.044;0.848;0.040
2005;3;1.152;0.108;0.922;0.060;0.927;0.048;0.898;0.043;0.852;0.041
2005;4;1.338;0.094;0.955;0.064;0.934;0.048;0.900;0.042;0.853;0.041
2005;5;0.863;0.141;0.966;0.064;0.938;0.048;0.904;0.042;0.857;0.041
2005;6;0.915;0.130;1.021;0.062;0.946;0.048;0.907;0.042;0.858;0.041
2005;7;0.812;0.096;0.984;0.059;0.922;0.047;0.909;0.042;0.858;0.041
2005;8;0.636;0.094;1.040;0.055;0.916;0.048;0.912;0.043;0.859;0.042
2005;9;1.253;0.069;1.034;0.052;0.933;0.048;0.914;0.042;0.861;0.042
2005;10;1.248;0.105;0.989;0.049;0.940;0.048;0.923;0.042;0.864;0.042
2005;11;1.265;0.152;0.964;0.049;0.939;0.049;0.935;0.041;0.866;0.042
2005;12;1.187;0.110;0.984;0.049;0.943;0.050;0.940;0.040;0.871;0.041
2006;1;0.516;0.061;0.985;0.051;0.948;0.049;0.939;0.039;0.876;0.041
2006;2;1.255;0.114;1.029;0.050;0.943;0.050;0.938;0.039;0.882;0.041
2006;3;1.080;0.080;1.000;0.049;0.942;0.050;0.936;0.039;0.889;0.042
2006;4;0.797;0.093;0.974;0.050;0.941;0.050;0.938;0.039;0.896;0.042
2006;5;0.564;0.143;0.932;0.046;0.950;0.049;0.935;0.039;0.900;0.042
2006;6;1.155;0.081;0.939;0.046;0.936;0.048;0.938;0.038;0.903;0.042
2006;7;0.826;0.126;1.061;0.049;0.940;0.047;0.941;0.038;0.904;0.042
2006;8;1.162;0.147;1.051;0.049;0.933;0.046;0.947;0.039;0.907;0.042
2006;9;0.910;0.095;1.068;0.049;0.930;0.046;0.949;0.039;0.911;0.042
2006;10;0.935;0.104;1.137;0.051;0.934;0.045;0.953;0.039;0.913;0.042
2006;11;0.764;0.059;1.197;0.046;0.947;0.043;0.948;0.039;0.916;0.042
2006;12;1.269;0.134;1.184;0.051;0.955;0.043;0.949;0.039;0.918;0.042
2007;1;1.975;0.106;1.201;0.050;0.974;0.042;0.943;0.039;0.922;0.042
2007;2;1.145;0.067;1.191;0.058;0.984;0.042;0.933;0.039;0.927;0.042
2007;3;1.279;0.070;1.196;0.065;0.993;0.043;0.926;0.039;0.932;0.041
2007;4;1.624;0.136;1.210;0.065;0.991;0.043;0.930;0.040;0.935;0.041
2007;5;1.282;0.078;1.237;0.065;0.987;0.042;0.933;0.040;0.939;0.041
2007;6;1.005;0.108;1.195;0.063;0.988;0.041;0.937;0.040;0.940;0.041
2007;7;1.031;0.123;1.037;0.060;0.990;0.040;0.936;0.040;0.944;0.041
2007;8;1.038;0.134;0.981;0.059;0.998;0.039;0.938;0.040;0.947;0.041
2007;9;0.975;0.139;1.025;0.058;1.003;0.039;0.939;0.041;0.948;0.040
2007;10;1.097;0.081;0.993;0.056;1.004;0.038;0.944;0.040;0.950;0.041
2007;11;1.086;0.081;0.961;0.061;1.007;0.038;0.945;0.040;0.951;0.041
2007;12;0.767;0.063;0.946;0.062;1.008;0.037;0.945;0.040;0.955;0.041
2008;1;0.083;0.095;0.939;0.056;1.008;0.038;0.942;0.040;0.957;0.040
2008;2;0.474;0.079;0.896;0.055;1.015;0.038;0.944;0.040;0.955;0.041
2008;3;1.805;0.067;0.875;0.054;1.006;0.038;0.947;0.040;0.959;0.041
2008;4;1.239;0.105;0.872;0.053;1.003;0.037;0.947;0.041;0.961;0.042
2008;5;0.896;0.129;0.868;0.054;1.007;0.036;0.947;0.040;0.962;0.042
2008;6;0.828;0.146;0.861;0.051;0.999;0.036;0.952;0.040;0.962;0.042
2008;7;0.939;0.107;0.942;0.049;1.001;0.036;0.952;0.041;0.963;0.042
2008;8;0.528;0.101;0.973;0.046;0.988;0.035;0.953;0.042;0.964;0.042
2008;9;0.725;0.108;0.894;0.046;0.982;0.036;0.955;0.042;0.966;0.043
2008;10;1.053;0.067;0.886;0.045;0.989;0.036;0.954;0.042;0.968;0.043
2008;11;1.044;0.083;0.886;0.043;0.991;0.037;0.960;0.042;0.970;0.043
2008;12;0.682;0.094;0.889;0.047;0.988;0.037;0.956;0.042;0.970;0.042
2009;1;1.052;0.112;0.899;0.047;0.995;0.037;0.959;0.041;0.972;0.042
2009;2;0.852;0.076;0.937;0.044;0.998;0.038;0.950;0.041;0.971;0.043
2009;3;0.857;0.106;0.969;0.043;0.999;0.039;0.951;0.041;0.978;0.043
